sample_id,source_csv_line,source_run_id,group_id,group_index,trajectory_rank,N_params_B,D_tokens_B,val_loss,C_FLOPs_1e21,steps,compute_ratio_C_over_6ND,compute_identity_outlier,token_tail_split
B1:1.416184:83000,676,710,N=1.416184B,5,87,1.416184,174.064,2.2971,1.479,83000,0.99997301583567,0,train
B1:1.416184:84000,677,711,N=1.416184B,5,88,1.416184,176.161,2.296,1.4969,84000,1.0000278331322006,0,train
B1:1.416184:85000,678,712,N=1.416184B,5,89,1.416184,178.258,2.295,1.5147,85000,1.0000153400174474,0,train
B1:1.416184:86000,679,713,N=1.416184B,5,90,1.416184,180.355,2.294,1.5325,86000,1.000003137419305,0,train
B1:1.416184:87000,680,714,N=1.416184B,5,91,1.416184,182.452,2.2932,1.5503,87000,0.9999912153206725,0,train
B1:1.416184:88000,681,715,N=1.416184B,5,92,1.416184,184.549,2.2922,1.5681,88000,0.9999795641597404,0,train
B1:1.416184:89000,682,716,N=1.416184B,5,93,1.416184,186.647,2.2914,1.586,89000,1.0000258706011749,0,train
B1:1.416184:90000,683,717,N=1.416184B,5,94,1.416184,188.744,2.2904,1.6038,90000,1.0000140933673443,0,train
B1:1.416184:91000,684,718,N=1.416184B,5,95,1.416184,190.841,2.2895,1.6216,91000,1.0000025749548296,0,train
B1:1.416184:92000,685,719,N=1.416184B,5,96,1.416184,192.938,2.2886,1.6394,92000,0.9999913069244174,0,train
B1:1.416184:93000,686,720,N=1.416184B,5,97,1.416184,195.035,2.2878,1.6572,93000,0.9999802811998453,0,train
B1:1.416184:94000,687,721,N=1.416184B,5,98,1.416184,197.132,2.287,1.6751,94000,1.0000291897195452,0,train
B1:1.416184:95000,688,722,N=1.416184B,5,99,1.416184,199.229,2.286,1.6929,95000,1.0000179973609362,0,train
B1:1.416184:96000,689,723,N=1.416184B,5,100,1.416184,201.327,2.2852,1.7107,96000,1.0000020710816262,0,train
B1:1.416184:97000,690,724,N=1.416184B,5,101,1.416184,203.424,2.2845,1.7285,97000,0.9999913890842728,0,train
B1:1.416184:98000,691,725,N=1.416184B,5,102,1.416184,205.521,2.2837,1.7463,98000,0.9999809250709549,0,train
B1:1.416184:99000,692,726,N=1.416184B,5,103,1.416184,207.618,2.2829,1.7642,99000,1.0000273569030107,0,test
B1:1.416184:100000,693,727,N=1.416184B,5,104,1.416184,209.715,2.2821,1.782,100000,1.000016742502529,0,test
B1:1.416184:101000,694,728,N=1.416184B,5,105,1.416184,211.812,2.2814,1.7998,101000,1.0000063382733104,0,test
B1:1.416184:102000,695,729,N=1.416184B,5,106,1.416184,213.91,2.2805,1.8176,102000,0.999991463189075,0,test
B1:1.416184:103000,696,730,N=1.416184B,5,107,1.416184,216.007,2.2797,1.8354,103000,0.999981506428975,0,test
B1:1.416184:104000,697,731,N=1.416184B,5,108,1.416184,218.104,2.2791,1.8533,104000,1.0000257003227135,0,test
B1:1.416184:105000,698,732,N=1.416184B,5,109,1.416184,220.201,2.2782,1.8711,105000,1.0000156071571598,0,test
B1:1.416184:106000,699,733,N=1.416184B,5,110,1.416184,222.298,2.2776,1.8889,106000,1.000005704414985,0,test
B1:1.416184:107000,700,734,N=1.416184B,5,111,1.416184,224.395,2.2767,1.9067,107000,0.9999959867575967,0,test
B1:1.416184:108000,701,735,N=1.416184B,5,112,1.416184,226.492,2.2763,1.9245,108000,0.9999864490441143,0,test
B1:1.416184:109000,702,736,N=1.416184B,5,113,1.416184,228.59,2.2755,1.9424,109000,1.0000241957254519,0,test
B1:1.416184:110000,703,737,N=1.416184B,5,114,1.416184,230.687,2.2748,1.9602,110000,1.0000145750272431,0,test
B1:1.416184:111000,704,738,N=1.416184B,5,115,1.416184,232.784,2.2742,1.978,111000,1.0000051276622888,0,test
B1:1.416184:112000,705,739,N=1.416184B,5,116,1.416184,234.881,2.2736,1.9958,112000,0.9999958489880698,0,test
B1:1.416184:113000,706,740,N=1.416184B,5,117,1.416184,236.978,2.2728,2.0136,113000,0.9999867345263922,0,test
B1:1.416184:114000,707,741,N=1.416184B,5,118,1.416184,239.075,2.2719,2.0314,114000,0.999977779956181,0,test
B1:1.416184:115000,708,742,N=1.416184B,5,119,1.416184,241.172,2.2713,2.0493,115000,1.0000177791244653,0,test
B1:1.416184:116000,709,743,N=1.416184B,5,120,1.416184,243.27,2.2707,2.0671,116000,1.0000046006307153,0,test
B1:1.416184:117000,710,744,N=1.416184B,5,121,1.416184,245.367,2.2702,2.0849,117000,0.9999957229939753,0,test
B1:1.416184:118000,711,745,N=1.416184B,5,122,1.416184,247.464,2.2696,2.1027,118000,0.9999869958147096,0,test
B1:1.416184:119000,712,746,N=1.416184B,5,123,1.416184,249.561,2.2688,2.1205,119000,0.9999784153001464,0,test
B1:1.416184:120000,713,747,N=1.416184B,5,124,1.416184,251.658,2.2683,2.1384,120000,1.0000167425025288,0,test
B1:1.416184:121000,714,748,N=1.416184B,5,125,1.416184,253.755,2.2676,2.1562,121000,1.000008057981636,0,test
B1:1.416184:122000,715,749,N=1.416184B,5,126,1.416184,255.853,2.267,2.174,122000,0.9999956073274832,0,test
B1:1.416184:123000,716,750,N=1.416184B,5,127,1.416184,257.95,2.2663,2.1918,123000,0.9999872358596131,0,test
B1:1.416184:124000,717,751,N=1.416184B,5,128,1.416184,260.047,2.2658,2.2096,124000,0.9999789994055527,0,test
B1:1.416184:125000,718,752,N=1.416184B,5,129,1.416184,262.144,2.2652,2.2275,125000,1.0000157888122456,0,test
B1:1.416184:126000,719,753,N=1.416184B,5,130,1.416184,264.241,2.2646,2.2453,126000,1.0000074564917096,0,test
B1:1.416184:127000,720,754,N=1.416184B,5,131,1.416184,266.338,2.2642,2.2631,127000,0.9999992553794594,0,test
B1:1.416184:128000,721,755,N=1.416184B,5,132,1.416184,268.435,2.2635,2.2809,128000,0.999991182400518,0,test
B1:1.416184:129000,722,756,N=1.416184B,5,133,1.416184,270.533,2.2632,2.2987,129000,0.9999795382304992,0,test
B1:1.416184:130000,723,757,N=1.416184B,5,134,1.416184,272.63,2.2625,2.3166,130000,1.000014908484368,0,test
B1:1.416184:131000,724,758,N=1.416184B,5,135,1.416184,274.727,2.2619,2.3344,131000,1.0000069009180816,0,test
B1:1.416184:132000,725,759,N=1.416184B,5,136,1.416184,276.824,2.2613,2.3522,132000,0.9999990146697914,0,test
B1:1.416184:133000,726,760,N=1.416184B,5,137,1.416184,278.921,2.2609,2.37,133000,0.999991247003198,0,test
B1:1.416184:134000,727,761,N=1.416184B,5,138,1.416184,281.018,2.2602,2.3878,134000,0.9999835952636755,0,test
B1:1.416184:135000,728,762,N=1.416184B,5,139,1.416184,283.116,2.2597,2.4057,135000,1.0000140933673445,0,test
B1:1.416184:136000,729,763,N=1.416184B,5,140,1.416184,285.213,2.2594,2.4235,136000,1.0000063861963435,0,test
B1:1.416184:137000,730,764,N=1.416184B,5,141,1.416184,287.31,2.2587,2.4413,137000,0.9999987915305638,0,test
B1:1.416184:138000,731,765,N=1.416184B,5,142,1.416184,289.407,2.2583,2.4591,138000,0.9999913069244173,0,test
B1:1.416184:139000,732,766,N=1.416184B,5,143,1.416184,291.504,2.2576,2.4769,139000,0.9999839300026875,0,test
B1:1.416184:140000,733,767,N=1.416184B,5,144,1.416184,293.601,2.2571,2.4948,140000,1.000016742502529,0,test
B1:1.416184:141000,734,768,N=1.416184B,5,145,1.416184,295.698,2.2568,2.5126,141000,1.000009289829196,0,test
B1:1.416184:142000,735,769,N=1.416184B,5,146,1.416184,297.796,2.2561,2.5304,142000,0.9999985841057039,0,test
B1:1.416184:143000,736,770,N=1.416184B,5,147,1.416184,299.893,2.2558,2.5482,143000,0.9999913626552497,0,test
B1:2.782831:64,737,778,N=2.782831B,6,1,2.782831,0.134,4.1162,0.0022,64,0.9832858725377857,0,train
B1:2.782831:128,738,779,N=2.782831B,6,2,2.782831,0.268,3.7324,0.0045,128,1.005633278731826,0,train
B1:2.782831:256,739,780,N=2.782831B,6,3,2.782831,0.537,3.4164,0.009,256,1.0037605910619347,0,train
B1:2.782831:512,740,781,N=2.782831B,6,4,2.782831,1.074,3.1558,0.0179,512,0.9981841433338128,0,train
B1:2.782831:1000,741,782,N=2.782831B,6,5,2.782831,2.097,2.9476,0.035,1000,0.9996121607062505,0,train
B1:2.782831:2000,742,783,N=2.782831B,6,6,2.782831,4.194,2.7702,0.07,2000,0.9996121607062505,0,train
B1:2.782831:3000,743,784,N=2.782831B,6,7,2.782831,6.291,2.6811,0.105,3000,0.9996121607062503,0,train
B1:2.782831:4000,744,785,N=2.782831B,6,8,2.782831,8.389,2.6238,0.1401,4000,1.0002069267927083,0,train
B1:2.782831:5000,745,786,N=2.782831B,6,9,2.782831,10.486,2.5824,0.1751,5000,1.00008798491942,0,train
B1:2.782831:6000,746,787,N=2.782831B,6,10,2.782831,12.583,2.5504,0.2101,6000,1.0000086871863663,0,train
B1:2.782831:7000,747,788,N=2.782831B,6,11,2.782831,14.68,2.5246,0.2451,7000,0.9999520444051125,0,train
B1:2.782831:8000,748,789,N=2.782831B,6,12,2.782831,16.777,2.503,0.2801,8000,0.9999095614751182,0,train
B1:2.782831:9000,749,790,N=2.782831B,6,13,2.782831,18.874,2.4846,0.3151,9000,0.9998765186960403,0,train
B1:2.782831:10000,750,791,N=2.782831B,6,14,2.782831,20.972,2.469,0.3502,10000,1.00008798491942,0,train
B1:2.782831:11000,751,792,N=2.782831B,6,15,2.782831,23.069,2.455,0.3852,11000,1.000044731922974,0,train
B1:2.782831:12000,752,793,N=2.782831B,6,16,2.782831,25.166,2.4427,0.4202,12000,1.0000086871863663,0,train
B1:2.782831:13000,753,794,N=2.782831B,6,17,2.782831,27.263,2.4313,0.4552,13000,0.9999781873870481,0,train
B1:2.782831:14000,754,795,N=2.782831B,6,18,2.782831,29.36,2.4212,0.4902,14000,0.9999520444051125,0,train
B1:2.782831:15000,755,796,N=2.782831B,6,19,2.782831,31.457,2.4123,0.5252,15000,0.9999293869324828,0,train
B1:2.782831:16000,756,797,N=2.782831B,6,20,2.782831,33.554,2.4037,0.5603,16000,1.0000880530069773,0,train
B1:2.782831:17000,757,798,N=2.782831B,6,21,2.782831,35.652,2.396,0.5953,17000,1.0000320103107014,0,train
B1:2.782831:18000,758,799,N=2.782831B,6,22,2.782831,37.749,2.3887,0.6303,18000,1.000008687186366,0,train
B1:2.782831:19000,759,800,N=2.782831B,6,23,2.782831,39.846,2.3819,0.6653,19000,0.9999878189429088,0,train
B1:2.782831:20000,760,801,N=2.782831B,6,24,2.782831,41.943,2.3757,0.7003,20000,0.9999690373745357,0,train
B1:2.782831:21000,761,802,N=2.782831B,6,25,2.782831,44.04,2.3697,0.7353,21000,0.9999520444051124,0,train
B1:2.782831:22000,762,803,N=2.782831B,6,26,2.782831,46.137,2.3642,0.7703,22000,0.9999365961506418,0,train
B1:2.782831:23000,763,804,N=2.782831B,6,27,2.782831,48.234,2.3589,0.8054,23000,1.0000466588394736,0,train
B1:2.782831:24000,764,805,N=2.782831B,6,28,2.782831,50.332,2.3539,0.8404,24000,1.0000086871863663,0,train
B1:2.782831:25000,765,806,N=2.782831B,6,29,2.782831,52.429,2.3492,0.8754,25000,0.9999928273372596,0,train
B1:2.782831:26000,766,807,N=2.782831B,6,30,2.782831,54.526,2.3448,0.9104,26000,0.9999781873870481,0,train
B1:2.782831:27000,767,808,N=2.782831B,6,31,2.782831,56.623,2.3405,0.9454,27000,0.9999646318009855,0,train
B1:2.782831:28000,768,809,N=2.782831B,6,32,2.782831,58.72,2.3366,0.9804,28000,0.9999520444051125,0,train
B1:2.782831:29000,769,810,N=2.782831B,6,33,2.782831,60.817,2.3325,1.0155,29000,1.0000388025277342,0,train
B1:2.782831:30000,770,811,N=2.782831B,6,34,2.782831,62.915,2.3288,1.0505,30000,1.000008687186366,0,train
B1:2.782831:31000,771,812,N=2.782831B,6,35,2.782831,65.012,2.3253,1.0855,31000,0.9999958969933431,0,train
B1:2.782831:32000,772,813,N=2.782831B,6,36,2.782831,67.109,2.3221,1.1205,32000,0.9999839061278256,0,train
B1:2.782831:33000,773,814,N=2.782831B,6,37,2.782831,69.206,2.3186,1.1555,33000,0.9999726419289259,0,train
B1:2.782831:34000,774,815,N=2.782831B,6,38,2.782831,71.303,2.3156,1.1905,34000,0.9999620402834979,0,train
B1:2.782831:35000,775,816,N=2.782831B,6,39,2.782831,73.4,2.3123,1.2256,35000,1.0000336398391725,0,train
B1:2.782831:36000,776,817,N=2.782831B,6,40,2.782831,75.497,2.3095,1.2606,36000,1.0000219328608588,0,train
B1:2.782831:37000,777,818,N=2.782831B,6,41,2.782831,77.595,2.3068,1.2956,37000,0.9999979710831534,0,train
B1:2.782831:38000,778,819,N=2.782831B,6,42,2.782831,79.692,2.304,1.3306,38000,0.9999878189429088,0,train
B1:2.782831:39000,779,820,N=2.782831B,6,43,2.782831,81.789,2.3014,1.3656,39000,0.9999781873870481,0,train
B1:2.782831:40000,780,821,N=2.782831B,6,44,2.782831,83.886,2.2987,1.4006,40000,0.9999690373745357,0,train
B1:2.782831:41000,781,822,N=2.782831B,6,45,2.782831,85.983,2.2964,1.4357,41000,1.000029988196054,0,train
B1:2.782831:42000,782,823,N=2.782831B,6,46,2.782831,88.08,2.2941,1.4707,42000,1.0000200406001625,0,train
B1:2.782831:43000,783,824,N=2.782831B,6,47,2.782831,90.178,2.2915,1.5057,43000,0.9999994663561326,0,train
B1:2.782831:44000,784,825,N=2.782831B,6,48,2.782831,92.275,2.2893,1.5407,44000,0.9999906646227507,0,train
B1:2.782831:45000,785,826,N=2.782831B,6,49,2.782831,94.372,2.2873,1.5757,45000,0.9999822540485032,0,train
B1:2.782831:46000,786,827,N=2.782831B,6,50,2.782831,96.469,2.2851,1.6107,46000,0.9999742091248623,0,train
B1:2.782831:47000,787,828,N=2.782831B,6,51,2.782831,98.566,2.2829,1.6458,47000,1.000027268895231,0,train
B1:2.782831:48000,788,829,N=2.782831B,6,52,2.782831,100.663,2.2809,1.6808,48000,1.0000186214093398,0,train
B1:2.782831:49000,789,830,N=2.782831B,6,53,2.782831,102.76,2.2789,1.7158,49000,1.0000103268580125,0,train
B1:2.782831:50000,790,831,N=2.782831B,6,54,2.782831,104.858,2.2769,1.7508,50000,0.9999928273372596,0,train
B1:2.782831:51000,791,832,N=2.782831B,6,55,2.782831,106.955,2.2751,1.7858,51000,0.999985363843966,0,train
B1:2.782831:52000,792,833,N=2.782831B,6,56,2.782831,109.052,2.2733,1.8208,52000,0.9999781873870481,0,train
B1:2.782831:53000,793,834,N=2.782831B,6,57,2.782831,111.149,2.2715,1.8559,53000,1.0000251652897767,0,train
B1:2.782831:54000,794,835,N=2.782831B,6,58,2.782831,113.246,2.2698,1.8909,54000,1.00001751759704,0,train
B1:2.782831:55000,795,836,N=2.782831B,6,59,2.782831,115.343,2.2682,1.9259,55000,1.0000101479829326,0,train
B1:2.782831:56000,796,837,N=2.782831B,6,60,2.782831,117.441,2.2666,1.9609,56000,0.9999945266116298,0,train
B1:2.782831:57000,797,838,N=2.782831B,6,61,2.782831,119.538,2.2648,1.9959,57000,0.9999878189429088,0,train
B1:2.782831:58000,798,839,N=2.782831B,6,62,2.782831,121.635,2.2634,2.0309,58000,0.9999813425559947,0,train
B1:2.782831:59000,799,840,N=2.782831B,6,63,2.782831,123.732,2.2617,2.066,59000,1.0000234895391606,0,train
B1:2.782831:60000,800,841,N=2.782831B,6,64,2.782831,125.829,2.2603,2.101,60000,1.000016634548955,0,train
B1:2.782831:61000,801,842,N=2.782831B,6,65,2.782831,127.926,2.2588,2.136,61000,1.0000100042967142,0,train
B1:2.782831:62000,802,843,N=2.782831B,6,66,2.782831,130.023,2.2572,2.171,62000,1.0000035879087734,0,train
B1:2.782831:63000,803,844,N=2.782831B,6,67,2.782831,132.121,2.2559,2.206,63000,0.9999898064021877,0,train
B1:2.782831:64000,804,845,N=2.782831B,6,68,2.782831,134.218,2.2545,2.241,64000,0.9999839061278256,0,train
B1:2.782831:65000,805,846,N=2.782831B,6,69,2.782831,136.315,2.2532,2.276,65000,0.9999781873870481,0,train
B1:2.782831:66000,806,847,N=2.782831B,6,70,2.782831,138.412,2.2518,2.3111,66000,1.000015912056227,0,train
B1:2.782831:67000,807,848,N=2.782831B,6,71,2.782831,140.509,2.2507,2.3461,67000,1.0000098863455542,0,train
B1:2.782831:68000,808,849,N=2.782831B,6,72,2.782831,142.606,2.2492,2.3811,68000,1.0000040378492385,0,train
B1:2.782831:69000,809,850,N=2.782831B,6,73,2.782831,144.703,2.2479,2.4161,69000,0.9999983588628398,0,train
B1:2.782831:70000,810,851,N=2.782831B,6,74,2.782831,146.801,2.2467,2.4511,70000,0.9999860302282036,0,train
B1:2.782831:71000,811,852,N=2.782831B,6,75,2.782831,148.898,2.2455,2.4861,71000,0.999980764849303,0,train
B1:2.782831:72000,812,853,N=2.782831B,6,76,2.782831,150.995,2.2443,2.5212,72000,1.000015309979751,0,train
B1:2.782831:73000,813,854,N=2.782831B,6,77,2.782831,153.092,2.2432,2.5562,73000,1.000009787783774,0,train
B1:2.782831:74000,814,855,N=2.782831B,6,78,2.782831,155.189,2.2421,2.5912,74000,1.000004414825758,0,train
B1:2.782831:75000,815,856,N=2.782831B,6,79,2.782831,157.286,2.2408,2.6262,75000,0.9999991851366017,0,train
B1:2.782831:76000,816,857,N=2.782831B,6,80,2.782831,159.384,2.2397,2.6612,76000,0.9999878189429088,0,train
B1:2.782831:77000,817,858,N=2.782831B,6,81,2.782831,161.481,2.2387,2.6962,77000,0.9999829406270556,0,train
B1:2.782831:78000,818,859,N=2.782831B,6,82,2.782831,163.578,2.2375,2.7313,78000,1.000014800530992,0,train
B1:2.782831:79000,819,860,N=2.782831B,6,83,2.782831,165.675,2.2366,2.7663,79000,1.0000097041935088,0,train
B1:2.782831:80000,820,861,N=2.782831B,6,84,2.782831,167.772,2.2355,2.8013,80000,1.00000473525535,0,train
B1:2.782831:81000,821,862,N=2.782831B,6,85,2.782831,169.869,2.2343,2.8363,81000,0.9999998889983551,0,train
B1:2.782831:82000,822,863,N=2.782831B,6,86,2.782831,171.966,2.2336,2.8713,82000,0.9999951609345022,0,train
B1:2.782831:83000,823,864,N=2.782831B,6,87,2.782831,174.064,2.2326,2.9063,83000,0.9999848018330246,0,train
B1:2.782831:84000,824,865,N=2.782831B,6,88,2.782831,176.161,2.2314,2.9414,84000,1.0000143638610397,0,train
B1:2.782831:85000,825,866,N=2.782831B,6,89,2.782831,178.258,2.2305,2.9764,85000,1.0000096324042995,0,train
B1:2.782831:86000,826,867,N=2.782831B,6,90,2.782831,180.355,2.2296,3.0114,86000,1.000005010973506,0,train
B1:2.782831:87000,827,868,N=2.782831B,6,91,2.782831,182.452,2.2286,3.0464,87000,1.0000004957749307,0,train
B1:2.782831:88000,828,869,N=2.782831B,6,92,2.782831,184.549,2.2277,3.0814,88000,0.9999960831872763,0,train
B1:2.782831:89000,829,870,N=2.782831B,6,93,2.782831,186.647,2.2269,3.1164,89000,0.9999864120887539,0,train
B1:2.782831:90000,830,871,N=2.782831B,6,94,2.782831,188.744,2.2259,3.1515,90000,1.0000139854140564,0,train
B1:2.782831:91000,831,872,N=2.782831B,6,95,2.782831,190.841,2.2249,3.1865,91000,1.000009570081857,0,train
B1:2.782831:92000,832,873,N=2.782831B,6,96,2.782831,192.938,2.224,3.2215,92000,1.0000052507281754,0,train
B1:2.782831:93000,833,874,N=2.782831B,6,97,2.782831,195.035,2.2232,3.2565,93000,1.0000010242571522,0,train
B1:2.782831:94000,834,875,N=2.782831B,6,98,2.782831,197.132,2.2224,3.2915,94000,0.9999968877046583,0,train
B1:2.782831:95000,835,876,N=2.782831B,6,99,2.782831,199.229,2.2217,3.3265,95000,0.9999928382313602,0,train
B1:2.782831:96000,836,877,N=2.782831B,6,100,2.782831,201.327,2.2207,3.3616,96000,1.000013654273181,0,train
B1:2.782831:97000,837,878,N=2.782831B,6,101,2.782831,203.424,2.22,3.3966,97000,1.0000095154694515,0,train
B1:2.782831:98000,838,879,N=2.782831B,6,102,2.782831,205.521,2.2191,3.4316,98000,1.0000054611249398,0,train
B1:2.782831:99000,839,880,N=2.782831B,6,103,2.782831,207.618,2.2184,3.4666,99000,1.00000148868046,0,test
B1:2.782831:100000,840,881,N=2.782831B,6,104,2.782831,209.715,2.2178,3.5016,100000,0.9999975956791871,0,test
B1:2.782831:101000,841,882,N=2.782831B,6,105,2.782831,211.812,2.2168,3.5366,101000,0.9999937797615892,0,test
B1:2.782831:102000,842,883,N=2.782831B,6,106,2.782831,213.91,2.216,3.5717,102000,1.0000133620902378,0,test
B1:2.782831:103000,843,884,N=2.782831B,6,107,2.782831,216.007,2.2154,3.6067,103000,1.0000094672196909,0,test
B1:2.782831:104000,844,885,N=2.782831B,6,108,2.782831,218.104,2.2146,3.6417,104000,1.0000056472450058,0,test
B1:2.782831:105000,845,886,N=2.782831B,6,109,2.782831,220.201,2.214,3.6767,105000,1.0000019000264566,0,test
B1:2.782831:106000,846,887,N=2.782831B,6,110,2.782831,222.298,2.2131,3.7117,106000,0.9999982235050553,0,test
B1:2.782831:107000,847,888,N=2.782831B,6,111,2.782831,224.395,2.2123,3.7467,107000,0.9999946156987802,0,test
B1:2.782831:108000,848,889,N=2.782831B,6,112,2.782831,226.492,2.2117,3.7817,108000,0.9999910746990128,0,test
B1:2.782831:109000,849,890,N=2.782831B,6,113,2.782831,228.59,2.211,3.8168,109000,1.0000094242818576,0,test
B1:2.782831:110000,850,891,N=2.782831B,6,114,2.782831,230.687,2.2103,3.8518,110000,1.0000058130609475,0,test
B1:2.782831:111000,851,892,N=2.782831B,6,115,2.782831,232.784,2.2096,3.8868,111000,1.0000022669023294,0,test
B1:2.782831:112000,852,893,N=2.782831B,6,116,2.782831,234.881,2.209,3.9218,112000,0.9999987840633889,0,test
B1:2.782831:113000,853,894,N=2.782831B,6,117,2.782831,236.978,2.2083,3.9568,113000,0.9999953628631932,0,test
B1:2.782831:114000,854,895,N=2.782831B,6,118,2.782831,239.075,2.2077,3.9918,114000,0.9999920016797861,0,test
B1:2.782831:115000,855,896,N=2.782831B,6,119,2.782831,241.172,2.207,4.0268,115000,0.9999886989476218,0,test
B1:2.782831:116000,856,897,N=2.782831B,6,120,2.782831,243.27,2.2063,4.0619,116000,1.0000059617234218,0,test
B1:2.782831:117000,857,898,N=2.782831B,6,121,2.782831,245.367,2.2056,4.0969,117000,1.0000025961496772,0,test
B1:2.782831:118000,858,899,N=2.782831B,6,122,2.782831,247.464,2.2051,4.1319,118000,0.9999992876154061,0,test
B1:2.782831:119000,859,900,N=2.782831B,6,123,2.782831,249.561,2.2043,4.1669,119000,0.9999960346827425,0,test
B1:2.782831:120000,860,901,N=2.782831B,6,124,2.782831,251.658,2.2038,4.2019,120000,0.9999928359617453,0,test
B1:2.782831:121000,861,902,N=2.782831B,6,125,2.782831,253.755,2.2031,4.2369,121000,0.9999896901084193,0,test
B1:2.782831:122000,862,903,N=2.782831B,6,126,2.782831,255.853,2.2025,4.272,122000,1.0000060957632817,0,test
B1:2.782831:123000,863,904,N=2.782831B,6,127,2.782831,257.95,2.202,4.307,123000,1.0000028932751461,0,test
B1:2.782831:124000,864,905,N=2.782831B,6,128,2.782831,260.047,2.2014,4.342,124000,0.9999997424362705,0,test
B1:2.782831:125000,865,906,N=2.782831B,6,129,2.782831,262.144,2.2008,4.377,125000,0.9999966420071636,0,test
B1:2.782831:126000,866,907,N=2.782831B,6,130,2.782831,264.241,2.2001,4.412,126000,0.9999935907876785,0,test
B1:2.782831:127000,867,908,N=2.782831B,6,131,2.782831,266.338,2.1997,4.447,127000,0.9999905876154659,0,test
B1:2.782831:128000,868,909,N=2.782831B,6,132,2.782831,268.435,2.1991,4.4821,128000,1.0000099425566298,0,test
B1:2.782831:129000,869,910,N=2.782831B,6,133,2.782831,270.533,2.1986,4.5171,129000,1.000003162760883,0,test
B1:2.782831:130000,870,911,N=2.782831B,6,134,2.782831,272.63,2.1979,4.5521,130000,1.0000001552734143,0,test
B1:2.782831:131000,871,912,N=2.782831B,6,135,2.782831,274.727,2.1974,4.5871,131000,0.9999971936984425,0,test
B1:2.782831:132000,872,913,N=2.782831B,6,136,2.782831,276.824,2.1968,4.6221,132000,0.9999942769925764,0,test
B1:2.782831:133000,873,914,N=2.782831B,6,137,2.782831,278.921,2.1964,4.6571,133000,0.9999914041438042,0,test
B1:2.782831:134000,874,915,N=2.782831B,6,138,2.782831,281.018,2.1957,4.6922,134000,1.0000098863455542,0,test
B1:2.782831:135000,875,916,N=2.782831B,6,139,2.782831,283.116,2.1952,4.7272,135000,1.0000034082922054,0,test
B1:2.782831:136000,876,917,N=2.782831B,6,140,2.782831,285.213,2.1947,4.7622,136000,1.000000531683538,0,test
B1:2.782831:137000,877,918,N=2.782831B,6,141,2.782831,287.31,2.1942,4.7972,137000,0.999997697066089,0,test
B1:2.782831:138000,878,919,N=2.782831B,6,142,2.782831,289.407,2.1936,4.8322,138000,0.9999949035270711,0,test
B1:2.782831:139000,879,920,N=2.782831B,6,143,2.782831,291.504,2.1931,4.8672,139000,0.9999921501799635,0,test
B1:2.782831:140000,880,921,N=2.782831B,6,144,2.782831,293.601,2.1927,4.9023,140000,1.0000098349526092,0,test
B1:2.782831:141000,881,922,N=2.782831B,6,145,2.782831,295.698,2.192,4.9373,141000,1.0000070147681825,0,test
B1:2.782831:142000,882,923,N=2.782831B,6,146,2.782831,297.796,2.1916,4.9723,142000,1.0000008762841779,0,test
B1:2.782831:143000,883,924,N=2.782831B,6,147,2.782831,299.893,2.1911,5.0073,143000,0.9999981581928357,0,test
B1:6.86104:64,884,932,N=6.86104B,7,1,6.86104,0.134,4.0512,0.0055,64,0.9970494298095475,0,train
B1:6.86104:128,885,933,N=6.86104B,7,2,6.86104,0.268,3.6658,0.011,128,0.9970494298095475,0,train
B1:6.86104:256,886,934,N=6.86104B,7,3,6.86104,0.537,3.3494,0.0221,256,0.9997163302651072,0,train
B1:6.86104:512,887,935,N=6.86104B,7,4,6.86104,1.074,3.0899,0.0442,512,0.9997163302651072,0,train
B1:6.86104:1000,888,936,N=6.86104B,7,5,6.86104,2.097,2.8818,0.0863,1000,0.9997033871941362,0,train
B1:6.86104:2000,889,937,N=6.86104B,7,6,6.86104,4.194,2.7039,0.1727,2000,1.0002825896200886,0,train
B1:6.86104:3000,890,938,N=6.86104B,7,7,6.86104,6.291,2.6151,0.259,3000,1.000089522144771,0,train
B1:6.86104:4000,891,939,N=6.86104B,7,8,6.86104,8.389,2.5577,0.3453,4000,0.9998737855237644,0,train
B1:6.86104:5000,892,940,N=6.86104B,7,9,6.86104,10.486,2.5161,0.4317,5000,1.000071367983922,0,train
B1:6.86104:6000,893,941,N=6.86104B,7,10,6.86104,12.583,2.4841,0.518,6000,1.0000100427263379,0,train
B1:6.86104:7000,894,942,N=6.86104B,7,11,6.86104,14.68,2.4586,0.6043,7000,0.9999662377773578,0,train
B1:6.86104:8000,895,943,N=6.86104B,7,12,6.86104,16.777,2.4371,0.6906,8000,0.9999333834128699,0,train
B1:6.86104:9000,896,944,N=6.86104B,7,13,6.86104,18.874,2.4187,0.777,9000,1.0000365344621314,0,train
B1:6.86104:10000,897,945,N=6.86104B,7,14,6.86104,20.972,2.4032,0.8633,10000,0.9999555385458881,0,train
B1:6.86104:11000,898,946,N=6.86104B,7,15,6.86104,23.069,2.3889,0.9497,11000,1.0000379180850891,0,train
B1:6.86104:12000,899,947,N=6.86104B,7,16,6.86104,25.166,2.3764,1.036,12000,1.0000100427263379,0,train
B1:6.86104:13000,900,948,N=6.86104B,7,17,6.86104,27.263,2.3654,1.1223,13000,0.9999864555697143,0,train
